uuid,file_name,URL
4a060e29-1ec8-4805-8795-c46f8e4f6824,Strategies%20for%20Improving%20Toll%20Plaza%20Safety.pdf,https://www.ibtta.org/sites/default/files/Strategies%20for%20Improving%20Toll%20Plaza%20Safety.pdf
aebbed60-9d6d-4fd8-b4c2-ce747a609d26,IBTTA%20Emerging%20Technologies%202020%20-%20Innovation%20Capacity.pdf,https://www.ibtta.org/sites/default/files/documents/EmergingTechComm/White%20Papers/2020/IBTTA%20Emerging%20Technologies%202020%20-%20Innovation%20Capacity.pdf
1488bfc2-8812-4da4-8b88-345f2401546c,CRS%20Interstate%20tolls_2017-08-04.pdf,https://www.ibtta.org/sites/default/files/documents/2017/CRS%20Interstate%20tolls_2017-08-04.pdf
a3817243-3640-455f-904c-b5b41c10de55,TollingUSInterstates-IVY.pdf,https://www.ibtta.org/sites/default/files/unrestricted/TollingUSInterstates-IVY.pdf
77390a2c-07e0-4c82-9ae4-7727880e5407,TollingIntBordersI_2013%20HNTB.pdf,https://www.ibtta.org/sites/default/files/documents/IBTTA%20Publications/TollingIntBordersI_2013%20HNTB.pdf
